Entité,Type d'entité,Fréquence
Michel CLERSÉ PREm,PER,1
BOIDIN Bruno,LOC,1
FEDERICO Ainoha,LOC,1
Valérie CLERSÉ 1\JC,ORG,1
DEVETTER F-X,LOC,1
PREZ Jean-Marie CLERSÉ,LOC,1
Gérald,MISC,1
Abdellilah,ORG,1
LAMARCHE Colette,LOC,1
LESTAGE,MISC,1
Severin CLERSÉ,LOC,1
Richard,PER,1
12_1,ORG,1
"Comité
National
rn",ORG,1
Michel CLERSÉ CR,PER,1
Laurent CLERSÉ CR,PER,1
Hubert CLERSÉ,PER,1
Hervé CLERSÉ,PER,1
Véronique CLERSÉ,PER,1
MARTUCCELLI Danilo,MISC,1
Michel CLERSÉ,PER,1
Thierry CLERSÉ,ORG,1
Jacques CLERSÉ PRAG,PER,1
Contrd'Uni,ORG,1
lAT OSIITA,LOC,1
Catherine E,PER,1
Roland E,PER,1
Bénédicte E 1,MISC,1
Michel E 1,PER,1
~H~E,LOC,1
R~M=,LOC,1
JEANMART,ORG,1
ICLAREEI,ORG,1
N-~o-m-,LOC,1
Prénom Unité,PER,1
cN~ité[~-,MISC,1
Alain ClARÉE FR,PER,1
Pierre ClARÉE FR,PER,1
Guy CLARÉE FR,PER,1
lille 1,ORG,1
CAZAL,LOC,1
Didier ClARÉE rJC,PER,1
BEAUCOURTC ClARÉE rJC,MISC,1
Olivier ClARÉE rJC,PER,1
rJC,MISC,1
"Valérie
LECOCQ",MISC,1
MASSE Marie-Claude ClARÉE rJC,MISC,1
Philippe ClARÉE rJC,PER,1
RT,MISC,1
Pascal ClARÉE rJC,PER,1
Frédéric CLARÉE rJC,PER,1
SCWAMBERGER,ORG,1
ClARÉE,MISC,1
Y annick,ORG,1
"Isabelle
MAHIEU",ORG,1
Christian ClARÉE,PER,1
Catherine ASU,PER,1
"ENSEIGNANTS-CHERCHEURS
Nom",LOC,1
"Etablissement
Date de Naissance grade et/",ORG,1
"Comité d'affectation
National
x
BAT",MISC,1
Michel HVT FR,PER,1
BLANPAIN,MISC,1
Olivier HVT FR,MISC,1
Eric HVT FR,PER,1
Jean-François HVT FR,PER,1
Federico HVT,PER,1
Ecole Centrale de Lil,LOC,1
Sylvie HVT,MISC,1
"E_rançois
rvc
GINET",MISC,1
GREGORIS Marie-,MISC,1
Thérèse,PER,1
HOUILLON,ORG,1
NEAUX Marie-,MISC,1
"Î
Agnès",PER,1
POT,ORG,1
Christine HVT,PER,1
MONS-DILLY Dominique HVT,LOC,1
Ecole d'Archi,ORG,1
SCOLJean HVT,MISC,1
SEYS Franç_ois-Oiivier HVT,LOC,1
AUTRE,ORG,1
PREVOT Maryvonne,MISC,1
"Comité
National
x
A YONG",ORG,1
Alain IVECÉE FR 5-37,MISC,1
Serge IVECÉE FR 5-37,MISC,1
Hubert IVECÉE FR,PER,1
Lionel IVECÉE FR 5-37,ORG,1
Philippe IVECÉE FR,PER,1
Nathalie,MISC,1
Bernard IVECÉE,PER,1
IVECÉE,ORG,1
Joël IVECÉE,MISC,1
PSI,ORG,1
RA,LOC,1
"National
x",ORG,1
Jean-Gabriel CERAPS,PER,1
HEUSCHLING,PER,1
Frédéric CERAPS,PER,1
SIMEANT,MISC,1
Johanna,PER,1
Frank CERAPS,PER,1
"deLille
",ORG,1
Pascal CERAPS,PER,1
"Université de
Versailles",LOC,1
-·-,ORG,1
Bernard CERAPS,PER,1
ETHUIN,ORG,1
Nathalie CERAPS,PER,1
GOIRAND,MISC,1
Camille CERAPS,PER,1
GUERARD,ORG,1
Rémi CERAPS,PER,1
"Université de
Bordeaux IV
",LOC,1
VOLMERANGE,MISC,1
"Université de
Rennes",LOC,1
GOBILLE,LOC,1
Détaché,LOC,1
"Section CNU t-m Organisme
",ORG,1
lAURENT Annie,LOC,1
Emmanuel CERAPS,PER,1
SPIRE,ORG,1
Alexis CERAPS,PER,1
Cécile CERAPS,PER,1
VANNEUVILLE,ORG,1
Rachel CERAPS,PER,1
Virginie CERAPS,PER,1
MASSICART,LOC,1
Sylvie CERAPS,PER,1
ADMINISTRA TIFS,PER,1
"Nom Quotité
",ORG,1
Prénom Grade,PER,1
BR__E UILLARD,ORG,1
1_1_1_1,MISC,1
•,LOC,1
"Comité 1
National",ORG,1
ECK Jean:-François,LOC,1
PREm,MISC,1
PREm 22-33,MISC,1
"Université de Lille
III",LOC,1
De OLIVEIRA,MISC,1
MINARD Philip~,LOC,1
OI,ORG,1
Section CNU t-œ,ORG,1
"Etablissement
Prénom grade",MISC,1
"D'affectation
Comité
National
x
",MISC,1
Philippe CRHEN'O,PER,1
Jean-Pierre CRHEN'O,PER,1
Bernard CRHEN'O PR Emérite,PER,1
CRHEN'O,PER,1
DENYS,MISC,1
Catherine CRHEN'O,PER,1
Jean-Marc CRHEN'O,PER,1
CRHEN'O 1\/C,MISC,1
Marie-Josèphe,LOC,1
MICHEL,ORG,1
Alain René CRHEN'O,PER,1
Isabelle CRHEN'O,PER,1
Odile CRHEN'O,PER,1
TELLIER,ORG,1
Thibault CRHEN'O,PER,1
H.D.R. : I_ _I _G_I,MISC,1
GRE,MISC,1
RSI,MISC,1
"Comité
National
--
BOUSSEMART",ORG,1
Frédéric GRE MARS FR 5-37 x Un,PER,1
Jean-Michel GRE MARS,PER,1
CHAMPARNAUD Luc GREMARS 5-37 Un,MISC,1
D'Artois,PER,1
Jérôme GREMARS,PER,1
GRILO Isabel GREMARS,ORG,1
Dhafer,ORG,1
Olivier GREMARS,ORG,1
VANDENEECKAUT GRE MARS 5-37 Un,MISC,1
1_111_1,MISC,1
"Comité
LI",ORG,1
Kristiaan lABO RES,MISC,1
Hervé lABORES,PER,1
"Comité
National
x
HORLING",ORG,1
Hans CRHiCC FR,PER,1
HEUDE,MISC,1
Jacques CRHiCC,PER,1
Nathalie CRHiCC,PER,1
Chantal CRHiCC,MISC,1
RAINHORN,ORG,1
Emmanuel Associé,PER,1
ILGMAI,ORG,1
"Comité
National
L
-
~OMARD",ORG,1
Claude LGMA,PER,1
SEL,MISC,1
Isabelle LGMA,PER,1
"Pa
VIl",PER,1
SCARWELL,MISC,1
Jean-Pierre DRT,PER,1
SEMMOUD,LOC,1
Bouziane DRT,PER,1
DRT,MISC,1
Marc DRT,PER,1
Université d'Artois--,ORG,1
Jennifer DRT,PER,1
ENS Ulm,ORG,1
LAGEISTE,MISC,1
Jérôme DRT,PER,1
Christine DRT,PER,1
"Université d'Artois
MOULLE",LOC,1
François DRT,PER,1
VOLVEY,LOC,1
Anne DRT,PER,1
DRT PAST,ORG,1
Frédéric DRT C.E 23,PER,1
LETNIOWSKA,ORG,1
"Comité
National
FORBAS",ORG,1
Anne-Sol>_hie DRT E,PER,1
"Comité
National
1",ORG,1
BEAURAIN,MISC,1
37 X,MISC,1
KOKOU,LOC,1
vC 23-39,LOC,1
Hervé IMN,PER,1
LEKEAL,MISC,1
Farid CHJ,MISC,1
Nom Unité,ORG,1
ICURAPPI,ORG,1
"Comité
National
--
1",ORG,1
LEHINGUE Patrick CU,MISC,1
Université Jules,ORG,1
Verne,LOC,1
Sabine CU,MISC,1
"Université Jules
Verne
-~",LOC,1
"Comité
National
MARIOT",ORG,1
BUTON,ORG,1
François CU,PER,1
Prénom,PER,1
"Comité
National
--
",ORG,1
Diane CU,PER,1
E CNRS,ORG,1
DOCTORANTS,MISC,1
"Comité
National
AFSAHIKe",ORG,1
Oana,MISC,1
AMAZOU-GLIKPA,MISC,1
Amevor,MISC,1
Mariana CLERSÉ,PER,1
ANTOHI Violetta CLERSÉ,MISC,1
Stéphanie CLERSÉ,ORG,1
CLERSÉ Doctorant,ORG,1
Ji,LOC,1
Liii~!!L,ORG,1
Christelle CLERSÉ,ORG,1
Marie CLERSÉ,PER,1
JAKUBOWSKI,ORG,1
Sébastien CLERSÉ,PER,1
Anne-Sophie CLERSÉ,PER,1
MERLIN Céline CLERSÉ,MISC,1
OUTAGHZAFTE,ORG,1
MAGROUTI Fatima,ORG,1
Julien CLERSÉ,PER,1
Liii~JL--~,MISC,1
GUPTA,ORG,1
Jean-Dilip CLERSÉ,ORG,1
Thomas CLERSÉ Doctorant,PER,1
Qi CLERSÉ,MISC,1
Li~ ----J1,MISC,1
H-=U-=-=-K=-ai-=,LOC,1
"a""""'nc:_::·t~.-'---~--------+-----+-=U'-=S:",PER,1
DEPRET,MISC,1
AKATOVA,ORG,1
Elena CLARÉE,PER,1
Damien,MISC,1
FONTAINE,ORG,1
Gwenaël CLERSÉ,ORG,1
PONTZEELE Sophie,ORG,1
Alexandra CLERSÉ,ORG,1
Catherine CLERSÉ Post-Doc,PER,1
Ja CLERSÉ Post-Doc,ORG,1
"Annexe 2:
Bilan financier",MISC,1
Vacations,MISC,1
"Equipement
Documentation
",LOC,1
Infrastructure 82 90,LOC,1
Documentation 1 3,MISC,1
Moyens financiers souhaités pour la période 2006-2009,ORG,1
"Ministère Direction de la Recherche
",ORG,1
Fonctionnement,LOC,1
"Crédits d'Infrastructure 63
",MISC,1
Sous Total,MISC,1
Contrat antérieur de I'USTL,MISC,1
rrr,ORG,1
"Conseil
Régional Nord-Pas-de-Calais",ORG,1
Contrats de Plan État-Région 1989-,MISC,1
K.F. H.T. Pour la période 2000-2001,PER,1
K€,MISC,1
Fédération de recherche s'était fait ressentir,ORG,1
Projet MERLIN 2005,MISC,1
Mise En Réseau des Laboratoires SHS,MISC,1
"Journées
des Nouveaux Entrants du Département SHS I'IFRÉSI",ORG,1
MERLIN 2005,MISC,1
Jean-Marie Hombert,PER,1
Information Scientifique,MISC,1
DIST,ORG,1
"Présentation
L'IFRÉSI",MISC,1
"Organisation administrative
",ORG,1
"Liens utiles
",ORG,1
"Recherche
Axes
Programmes
",MISC,1
"Manifestations
",MISC,1
"Département SHS
Ecoles",ORG,1
"Rencontres scientifiques
IFRÉSI",ORG,1
Actualité européenne,ORG,1
"News
",LOC,1
"Paysage de la recherche
Recherches",MISC,1
Liens utiles,ORG,1
"Laboratoires fédérés
Annuaire",LOC,1
Suclé!e,MISC,1
aOURSE,ORG,1
"Bourse o,;pan",ORG,1
Études Europeennes,LOC,1
"Conseil
Général du Pas-de-Calais
",ORG,1
Concepts,LOC,1
Drunand,MISC,1
Vine,LOC,1
En Franc>~,MISC,1
"autonomie,.l'",MISC,1
TOGE,ORG,1
Travan Organisation,PER,1
Jel,PER,1
EURY,ORG,1
Awards,PER,1
Ure,MISC,1
"Pour en sa-;oïr pkls
Rf:.ther<.lle•
&K",MISC,1
WEB,ORG,1
Colloque du CLERSÊ-USTL,MISC,1
.26,LOC,1
"Fiches de
Acteur",ORG,1
Pour en sa'lo4r pYs,MISC,1
"Actualites du laboratoire
",ORG,1
"www.ifresi.univ-lille1.fr
Dans le contexte de la pertinence",MISC,1
Appels,LOC,1
"Paysage de la recherche en
",MISC,1
Reprographie,LOC,1
Équipé,MISC,1
noir & blanc,MISC,1
Reproduction,MISC,1
N&B,LOC,1
Ro,LOC,1
Rovo,LOC,1
Reliure thermocollée,MISC,1
Pliage,LOC,1
Massicotage,ORG,1
Conseils,ORG,1
CD-Roms,MISC,1
Élaboration,LOC,1
Prêt,PER,1
Hans Hërling,PER,1
J'artisanat,MISC,1
Le temps approp_rié,MISC,1
Au 100 rue pastf!Ur,MISC,1
"C.
Baichère",PER,1
Conflictualité,MISC,1
Réalisations cartographiques,LOC,1
Les draps de,MISC,1
"L'Harmattan, schémas",MISC,1
Conceptions,LOC,1
Kourchid.et J.-C.,PER,1
Montage,LOC,1
Franco-allemandes,PER,1
Effets spatiaux,MISC,1
CDRom,LOC,1
I'IFRÉSII',MISC,1
"Photographie
",MISC,1
"Comité régional
des pêches maritimes",ORG,1
"IFRESI
",ORG,1
PowerEdge,MISC,1
GHz,LOC,1
Raid©,MISC,1
Portfolio,PER,1
"Réalisation audio-visuelle
•",ORG,1
"Conseils
•",MISC,1
Montage,PER,1
Finalisation,MISC,1
Mini-DV,MISC,1
Opérations de post-production,MISC,1
Traits d'étaplois,MISC,1
de Boulogne,LOC,1
PRP!--1,LOC,1
Prograty~me,MISC,1
Isabelle Mermet-Guyennet,PER,1
Fédération des études exhaustives,ORG,1
"Ministère fédéral de la
recherche et de l'enseignement",ORG,1
DFG,ORG,1
MPG,ORG,1
WGL,ORG,1
laboratoires SHS,ORG,1
Comité National des Universités français,ORG,1
Section 4,ORG,1
Sciences économiques 1 Sciences,MISC,1
Section 7 :,ORG,1
Section 16 :,ORG,1
Section 20,ORG,1
Sections,LOC,1
Plate,LOC,1
Universités lilloises,LOC,1
Plate-forme universitaire de données,LOC,1
PPF- PUD,MISC,1
Objectif,MISC,1
Je développement des recherches de sciences humaines et sociales,MISC,1
Fonctions,MISC,1
BDD,LOC,1
BOO,MISC,1
Comité de pilotage,MISC,1
Aider,PER,1
"GFE
Trois",ORG,1
Stage,MISC,1
Un stage sur la modélisation log-linéaire,MISC,1
"Formations personnalisées
Plusieurs",ORG,1
Sas Learning,MISC,1
SAS Learning,MISC,1
CQ,ORG,1
Licence,LOC,1
Maîtrise et DESS,MISC,1
IESS,ORG,1
PPLS,ORG,1
Fécondité,MISC,1
Enquête sur les situations familiales,MISC,1
ESFE,ORG,1
Choix du Conjoint,MISC,1
Enquête ACSF,ORG,1
L'Institut de Sociologie,MISC,1
Fac,PER,1
Master Pro IESS,MISC,1
Master SHS,MISC,1
Sociologie- Ethnologie,PER,1
Claude Bonnette-Lucat,PER,1
Pratiques Culturelles,PER,1
Frédérique Cornuau,PER,1
Blandine Mortain,PER,1
Olivier Mazade,PER,1
L.Cordonnier,LOC,1
N. Vaneecloo,LOC,1
L'Enquête ARTT,MISC,1
Soulignons,LOC,1
COD,ORG,1
Ecole Doctorale,ORG,1
École Doctorale,ORG,1
Ecole doctorale,ORG,1
Masters,MISC,1
SPSS,ORG,1
Constituer,PER,1
PUEL,ORG,1
"Au fur et à mesure des conventions
passées",MISC,1
Convert Bernard,PER,1
Demailly Lise,PER,1
"Opération : Politiques publiques
Responsables",MISC,1
Sawicki Frédéric,PER,1
Histoire économique et sociale des mondes du travail,ORG,1
"Minard Philippe
Titre",PER,1
"XVIIIe-x.xe siècle »
",MISC,1
Kaplan L. Steven,PER,1
Minard Philippe,PER,1
Socio-Histoires,LOC,1
O. Barjot,PER,1
P. Fridenson,PER,1
J. Goy,PER,1
"O. Roche
",PER,1
H. Bonin,PER,1
L. Feller,PER,1
C. Grandjean,PER,1
"Lescent-Giles
Colloque",PER,1
Association française des historiens,ORG,1
"Comité pour
l'histoire économique et financière de France",ORG,1
"Ministère de la
Recherche, du Centre de recherches historiques",ORG,1
EHESS-CNRS,ORG,1
Montesquieu,PER,1
Bordeaux 4,MISC,1
"École doctorale en histoire
moderne",ORG,1
I'EHESS,MISC,1
UNE HISTOIRE DE LA FRAUDE,ORG,1
CONTREFAÇON,ORG,1
"Comité pour l'histoire économique
et financière de la France",ORG,1
Comité scienlifique,ORG,1
D. Barjo,PER,1
F Crouzet,PER,1
P. Fridt,PER,1
nsQrl,MISC,1
j. Goy,PER,1
"D. Roche
!",PER,1
CNRSI,ORG,1
J'/FRESI-Lille,LOC,1
Comilé d'organistlliOil,PER,1
If.,MISC,1
Montesquieu L Feller,PER,1
C. Graruljeau,PER,1
Lesœni-Giles,PER,1
J'École doctorale en histoire moderne,ORG,1
MINIST~RE,MISC,1
FINANCES,MISC,1
Journée-,PER,1
"Responsable : Lefebvre Bénédicte
Date",MISC,1
Opération :,MISC,1
"CLERSÉ
Responsables",ORG,1
Postel Nicolas,MISC,1
Publication des actes du colloque,MISC,1
"275 p.
Opération : Journées du CLERSÉ
Responsables",LOC,1
Martucceli Danilo,MISC,1
Acteur,PER,1
"Université de Lille 1
Opération",LOC,1
"Responsable : Pryen Stéphanie
Titre",MISC,1
Hamdouch Abdelillah,PER,1
Boidin Bruno,PER,1
Titre,PER,1
Journée d'études «,MISC,1
Jre,MISC,1
JJe sclenri,PER,1
"Journée d'études
<",MISC,1
dé-yeloppemeg.:t,PER,1
x~,MISC,1
i~,LOC,1
L'objectif de la,MISC,1
Jes,MISC,1
lasantê,MISC,1
Suct,MISC,1
neUes,MISC,1
lord,PER,1
Lieu d.e la Journée d'études,MISC,1
Tèchnologles de Lille,MISC,1
Faculté des Sciences économiques,ORG,1
BitJment SH3,MISC,1
Métro,LOC,1
Sophia Goyat,MISC,1
tSoptlie,MISC,1
Rr~gr81)1me et bu!teUn d'tnsc.rlptlon en ligne,MISC,1
ÊCONOMiQU·ES ET SOCIALES,MISC,1
UNIVERSITÈ,ORG,1
5-'9555 Vlll,LOC,1
ENEUVE,ORG,1
ASCO CEDEX,ORG,1
Télocople,ORG,1
Mel,PER,1
"Jr 11
W\WI.Ufiiv",MISC,1
Cletsé,LOC,1
Jes sociétés indusmel.t&s,MISC,1
"Séminaires
Opération",ORG,1
Hellier Joël,PER,1
Lieu,PER,1
Séminaire de I'IFRÉSI,MISC,1
Réunir,LOC,1
Daniel Roche,PER,1
IHMC,MISC,1
"La
ville promise",MISC,1
Jean Heffer,PER,1
Gilles Postel-Vinay,PER,1
Statistique Générale,ORG,1
Jean-Noël Luc,PER,1
"Dominique
Margairaz",PER,1
Thomas Piketty,PER,1
Heinz-Gerhard Haupt,PER,1
Maurice Agulhon,PER,1
Hervé Joly,PER,1
Guillaume Carré,PER,1
XVIe-XIXe,MISC,1
Laura Downs,PER,1
Loïc,LOC,1
Toyota,ORG,1
Opération:« Développement spatial,MISC,1
Séminaire doctoral,MISC,1
Réseau «,ORG,1
Territoires fragiles,MISC,1
"Zuindeau Bertrand
Titre",PER,1
SIDD,ORG,1
Viveret Patrick,MISC,1
Geslin,LOC,1
Latouche Serge,MISC,1
Vivien Franck-Dominique,PER,1
Zaccaï Edwin,PER,1
Opération : Séminaires,MISC,1
Lazega Emmanuel,PER,1
"Mounier Lise
Titre",PER,1
Séminaire CLERSÉ,LOC,1
Lasmas,PER,1
"territoires
Responsables",LOC,1
Paris Didier,PER,1
Edition de L'Harmattan,MISC,1
Siècle,PER,1
"NTIC
Responsables",LOC,1
Grevet Patrice,PER,1
"Fichez Elisabeth
Titre",PER,1
"Mensuel
Lieu",PER,1
Opération : Développement spatial,MISC,1
Nussbaumer Jacques,PER,1
"Hillier Jean
Titre",PER,1
"Congrès internationaux
",MISC,1
"Gayot Gérard
Euroconférences",PER,1
INDUSTRY past and,ORG,1
Projet européen,ORG,1
Conférences scientifiques,MISC,1
Fontana Giovanni Luigi,PER,1
L'industrie de la laine,MISC,1
The Waal,ORG,1
20 Century,MISC,1
Euroconférence de Schio-Valdagno-Follina-Bie,PER,1
Products and,ORG,1
201 Century,MISC,1
Fontana,MISC,1
Giovanni Luigi,PER,1
Dir,MISC,1
Waal : Products and Markets,MISC,1
Century,LOC,1
XIIf-xxe siècle,MISC,1
"Xlll1 Congress of International
h",MISC,1
IEHA,ORG,1
IFRÉSI-CNRS,LOC,1
Krifa-Schneider Hadjila,PER,1
Conférence internationale du MEŒE,MISC,1
ifresi-Cnrs,MISC,1
Koplnt~,PER,1
Datorg IWH {Budapest,MISC,1
INTERNATIONAL,ORG,1
"UNION
E.tJROPÉENNI- : f.NJEIJ",ORG,1
"Er
PJRSPfCTIVJS",ORG,1
THE I!NlARG~ OF THE,ORG,1
UWION,MISC,1
WIIAT ARE,ORG,1
Allt,PER,1
ParDITIAL,LOC,1
MACC,MISC,1
Cité Scientifique,ORG,1
Scientîtic,ORG,1
Dinctor: Hadjila Krlfa~Schneid;er,MISC,1
Christine Corbière,PER,1
Ju:niy-lflld .fr,MISC,1
Ft,MISC,1
"ad:""u::wv .f~",MISC,1
tu.t,PER,1
MSH No-rd/-Pcvs·-k,MISC,1
C~>Jr,LOC,1
U~-;t,MISC,1
U @ L~ 1,MISC,1
«caf:!Ô'Tt,PER,1
L& m.?n~ d-er a{fi;Un,MISC,1
K,PER,1
fYfo,MISC,1
COMMUSION,ORG,1
Opération : Singocom,MISC,1
FP5- Targeted Social and Economie,PER,1
Ailenei Oana,PER,1
"Lefebvre Bénédicte
Titre",PER,1
Epeule,LOC,1
"Alentour »
Date",ORG,1
"Oemologos- Oevelopment Models and Logic of Socio-Economic Organization in
Spa ce
",MISC,1
Programme européen,ORG,1
"Rome
Opération",LOC,1
Europe du XVIIIème,ORG,1
xx.ème,MISC,1
Bodé Gérard,PER,1
Marchand Philippe,MISC,1
Marchand Philippe,LOC,1
XIXe- 1914,MISC,1
Hardy-Hémery Odette,PER,1
Allart Marie-Christine,PER,1
Colloque international et pluridisciplinaire,MISC,1
"Revue du Nord
Dates",MISC,1
Sème Programme,MISC,1
"Institut Fédératif de Recherche sur les Économies et les Sociétés
Industrielles",ORG,1
The researchers that are,ORG,1
Gérard Gayot is Professor of modern,PER,1
Mr. Minard and Mrs,MISC,1
MECÉE,ORG,1
Mode,LOC,1
CEPS,LOC,1
CERISIS,LOC,1
Faculdade de Psicologia,LOC,1
Universidade de Lisboa,MISC,1
Humboldt Universitat,LOC,1
École postuniversitaire de sociologie et de politique sociale de la,ORG,1
"Faculté des Lettres
de l'",ORG,1
Université Lorand Eëtvës ELTE,ORG,1
lnstitute of Education,MISC,1
Kiellnstitute of World Economy,MISC,1
College London,LOC,1
Organisation Mondiale de la Santé,ORG,1
Sachsisches Industrie Museum,LOC,1
Staatarchiv,LOC,1
UCUGIRSEF,ORG,1
Université Catholique de Louvain-La-Neuve,LOC,1
Roayume-Uni,LOC,1
Université de Brunswick,LOC,1
Université de Calgary,LOC,1
Université de Cardiff,ORG,1
Université de Hong Kong,ORG,1
Université de la Région de Calabres,LOC,1
Université de Leipzig,ORG,1
Université de Lodz,LOC,1
Université de Madère,ORG,1
Université de Madison,ORG,1
Université de Naples,LOC,1
Université de Newcastle,ORG,1
Université de Valladolid,ORG,1
Université de Warwick,ORG,1
Wirtschaftsuniversitat,LOC,1
Exposition «,MISC,1
Halieutiques,LOC,1
Opération : Histoire économique et sociale de la laine,MISC,1
XIIIe-XX8,MISC,1
"Gayot Gérard 1 Bataille Hubert
Titre",MISC,1
Exposition de photographies,MISC,1
Oberleidensdorf,PER,1
Programme Pluridisciplinaire de Recherche sur les Politiques Halieutiques,ORG,1
Vllème Journée,MISC,1
D. Bell,PER,1
"A.
Touraine",PER,1
J. Naisbitt,PER,1
M. Castells,PER,1
"L.
Boltanski",PER,1
E. Chiapello,PER,1
ATELIER,ORG,1
S. DEVETIER,PER,1
Trente Glorieuses,MISC,1
L. BAZIN,PER,1
OBJETS,ORG,1
"ANALYSE
N. GADREY",ORG,1
F. JANY-CATRICE & M. PERNOD-LEMATTRE-,PER,1
E. LAZEGA,PER,1
Oubet,LOC,1
RECOMPOSITION,MISC,1
CONVERT & L.,ORG,1
J. FONCEL,ORG,1
GUYOT & F. JOUNEAU-SION-,MISC,1
TELl ER 5-QUESTIONS,MISC,1
La Vlllème journée,MISC,1
Maurice GODELIER,PER,1
XIIIe- XXe,PER,1
Contrat européen The Wool,MISC,1
XIIIe-XXe,MISC,1
The Wool,MISC,1
20th Century,ORG,1
High Level,PER,1
Contrat européen HPCF-CT-2000,MISC,1
G. L. Fontana,PER,1
Congrès international d'histoire économique,ORG,1
"Wool: Products
and Markets",MISC,1
"Giovanni
Luigi Fontana",PER,1
Wool:,MISC,1
XIIIe-XXe siè<;:le,MISC,1
Xlllth Congress of International Economie,MISC,1
L'Euroconférence de Verviers,MISC,1
"Moyen
Age",PER,1
"Sylvie Vaillant
Gabet",PER,1
"Sur le fonctionnement et
l'esprit du capitalisme : entreprises d'industries lainières",MISC,1
Cateau-Cambrésis,LOC,1
Limbourg wallon,LOC,1
Rebecca,MISC,1
lannucci,PER,1
Haut Vicentin,LOC,1
Marc SCHEIDECKER,PER,1
Juniors,LOC,1
I'Euroconférence,PER,1
Congrès de Buenos Aires,MISC,1
de Verviers,LOC,1
Simonis,LOC,1
Seniors,MISC,1
Juniors,PER,1
Biella,PER,1
cédérom,LOC,1
CREPI,ORG,1
sedan ais,MISC,1
Sachsisches,LOC,1
Patrons,LOC,1
"La Voix
du Nord",MISC,1
Wool : products and markets,MISC,1
X/111 h,PER,1
Congress lnternatiC?nal Economie,PER,1
Ritters,PER,1
Adrien Louis Cochelet in Sachsen,PER,1
Oder,PER,1
Oederan,LOC,1
Wirtschaft und Staat in Sachsensindustrialisierung 1750-1930,MISC,1
p. 73-86,MISC,1
"Vie des
Huguenots",MISC,1
If,MISC,1
Réputation,MISC,1
La qualité des produits,MISC,1
A. Stanziani,PER,1
"Des
mondes de confiance",MISC,1
C. Thuderoz,PER,1
"V.
Mangematin",PER,1
CNRS Editions,ORG,1
Vesdre,LOC,1
L'eau industrielle,MISC,1
"Cahiers de l'Association pour le
Patrimoine industriel de Champagne-Ardenne",MISC,1
CRDP de Champagne-Ardenne,MISC,1
XVIIe-XVIIIe,MISC,1
XIIIe-,ORG,1
"Contrat Européen
HPCF",MISC,1
The wooi,LOC,1
XIIIe-xxe siècles,LOC,1
High Leve,MISC,1
Contrat Européen HPCF-CT-2000-00037,MISC,1
Chercheurs: GADREY J.,MISC,1
"RIBAULT T.
",PER,1
Nordhaus,PER,1
"J.P.
Piriou",MISC,1
Student',ORG,1
Guide to What',MISC,1
Anthem Press,ORG,1
National economies and,ORG,1
service society,ORG,1
J. Bryson,PER,1
"Edward
Elgar",PER,1
Dix thèses,MISC,1
"Sociologie du travail, Vol. 44",ORG,1
Avril-Juin,MISC,1
Économie et Société,MISC,1
Série EGS,ORG,1
W 4,MISC,1
Professeur Andrew Sharpe,PER,1
CSLS,ORG,1
Séminaire DARES,LOC,1
Travail et Emploi,MISC,1
L'utilité sociale des organisations,MISC,1
Colloque de la Société française d'Evaluation,MISC,1
Limoges,LOC,1
colloque du,MISC,1
Cl RIEC,LOC,1
"Université de
Paris X-Nanterre",ORG,1
Nordhaus,LOC,1
Chercheurs : DEVETTER F-X.,MISC,1
HAIPETER,LOC,1
BOSH G.,ORG,1
Communautés Européennes,ORG,1
Dares,LOC,1
Ires,LOC,1
Appuyés sur des recherches empiriques quantitatives,MISC,1
Nouvelle Zélande,LOC,1
DJELLAL F.,MISC,1
HCR,ORG,1
Gadrey J.,MISC,1
"MERIOT
S.A.",PER,1
La documentation Française,MISC,1
"Les enjeux du travail non
qualifié",MISC,1
Bondue,ORG,1
J. P.,ORG,1
Temps des courses,MISC,1
HAIPETER T.,LOC,1
PERNOD-LEMATIRE M.,LOC,1
Forthcoming,MISC,1
Flexible Banking,PER,1
"Retail and
",ORG,1
Banking in,MISC,1
HONDA,ORG,1
OGURA,ORG,1
"Employment in the service
sector",MISC,1
the case of hotel and restaurant industries,MISC,1
the Japan lnstitute of labour,ORG,1
JIL,PER,1
Work organisation and the importance of labour,ORG,1
TREMBLAY D-G.,LOC,1
L-F.,PER,1
Ruptures,LOC,1
no92,LOC,1
Temps,PER,1
no78,MISC,1
Les Cahiers du DSU,MISC,1
no37,MISC,1
Innovation Trajectories in the Cleaning,MISC,1
New technology,LOC,1
N°2,MISC,1
NnC,ORG,1
no55,LOC,1
Revue francophone de gériatrie,LOC,1
no100,LOC,1
Cahiers français no 311,MISC,1
Vieillesse,PER,1
La Lettre Jean Monnet,MISC,1
Repenser le Marché,PER,1
Série Socio-Economie,PER,1
AB,PER,1
LEHNOORFF S.,PER,1
Working,LOC,1
Transfer,LOC,1
3/2002-09-10,LOC,1
"Problèmes
économiques",MISC,1
pp.19-24,LOC,1
Nouvelle-Zélande,LOC,1
Emploi no99,PER,1
Japan,LOC,1
the family and temporal,ORG,1
"Issue in
English",MISC,1
Approche socio-économique des relations,MISC,1
http://www.travail.gouv.fr/etudes/pdf/tempsdetravail_tempsdesenfants.pdf,ORG,1
Les enjeux des politiques «Temps des Villes,MISC,1
Ministère de l'emploi et de la solidarité-DARES,ORG,1
